Topic,X,Y
robot_0,0.19,0.53
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,5.07,-0.19
robot_0,4.4,1.9
robot_0,0.19,0.53
robot_0,0.04,-0.2
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,5.07,-0.19
robot_0,4.4,1.9
robot_0,0.19,0.53
robot_0,0.04,-0.2
robot_0,-0.17,-2.43
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,5.07,-0.19
robot_0,4.4,1.9
robot_0,0.19,0.53
robot_0,0.04,-0.2
robot_0,-0.17,-2.43
robot_0,-0.98,-0.14
robot_1,3.8,0.4
robot_1,4.06,1.33
robot_1,3.29,0.96
robot_1,3.66,1.03
robot_1,1.0,2.1
robot_1,3.8,-3.4
robot_1,4.0,1.5
robot_1,3.29,0.96
robot_1,4.47,1.49
robot_1,3.29,0.96
robot_1,-0.13,0.65
robot_1,3.66,1.03
robot_1,3.3,1.13
robot_1,4.47,1.49
robot_1,-2.88,-0.81
robot_1,3.8,0.4
robot_1,4.06,1.33
robot_1,3.29,0.96
robot_1,3.66,1.03
robot_1,1.0,2.1
robot_1,3.8,-3.4
robot_1,4.0,1.5
robot_1,3.29,0.96
robot_1,4.47,1.49
robot_1,3.29,0.96
robot_1,-0.13,0.65
robot_1,3.66,1.03
robot_1,3.3,1.13
robot_1,4.47,1.49
robot_1,-2.88,-0.81
robot_1,-0.4,-2.6
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,5.07,-0.19
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,5.07,-0.19
robot_0,4.4,1.9
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,5.07,-0.19
robot_0,4.4,1.9
robot_0,0.19,0.53
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,5.07,-0.19
robot_0,4.4,1.9
robot_0,0.19,0.53
robot_0,0.04,-0.2
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,5.07,-0.19
robot_0,4.4,1.9
robot_0,0.19,0.53
robot_0,0.04,-0.2
robot_0,-0.17,-2.43
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,5.07,-0.19
robot_0,4.4,1.9
robot_0,0.19,0.53
robot_0,0.04,-0.2
robot_0,-0.17,-2.43
robot_0,-0.98,-0.14
robot_0,0.16,-0.02
robot_0,1.46,1.14
robot_0,3.6,-0.7
robot_0,4.15,2.25
robot_0,4.5,-0.6
robot_0,4.6,-0.6
robot_0,4.6,-0.6
robot_0,5.38,2.52
robot_0,5.38,2.52
robot_0,4.83,-0.48
robot_0,5.07,-0.19
robot_0,4.4,1.9
robot_0,0.19,0.53
robot_0,0.04,-0.2
robot_0,-0.17,-2.43
robot_0,-0.98,-0.14
robot_0,1.34,3.16
robot_1,3.8,0.4
robot_1,4.06,1.33
robot_1,3.29,0.96
robot_1,3.66,1.03
robot_1,1.0,2.1
robot_1,3.8,-3.4
robot_1,4.0,1.5
robot_1,3.29,0.96
robot_1,4.47,1.49
robot_1,3.29,0.96
robot_1,-0.13,0.65
robot_1,3.66,1.03
robot_1,3.3,1.13
robot_1,4.47,1.49
robot_1,-2.88,-0.81
robot_1,3.8,0.4
robot_1,4.06,1.33
robot_1,3.29,0.96
robot_1,3.66,1.03
robot_1,1.0,2.1
robot_1,3.8,-3.4
robot_1,4.0,1.5
robot_1,3.29,0.96
robot_1,4.47,1.49
robot_1,3.29,0.96
robot_1,-0.13,0.65
robot_1,3.66,1.03
robot_1,3.3,1.13
robot_1,4.47,1.49
robot_1,-2.88,-0.81
robot_1,-0.4,-2.6
robot_1,3.8,0.4
robot_1,4.06,1.33
robot_1,3.29,0.96
robot_1,3.66,1.03
robot_1,1.0,2.1
robot_1,3.8,-3.4
robot_1,4.0,1.5
robot_1,3.29,0.96
robot_1,4.47,1.49
robot_1,3.29,0.96
robot_1,-0.13,0.65
robot_1,3.66,1.03
robot_1,3.3,1.13
robot_1,4.47,1.49
robot_1,-2.88,-0.81
robot_1,-0.4,-2.6
robot_1,-0.68,-2.09
